Assumptions,Category,Item,[2026] age=50;,[2027] age=51;,[2028] age=52;,[2029] age=53;,[2030] age=54;,[2031] age=55;,[2032] age=56;,[2033] age=57;,[2034] age=58;,[2035] age=59;,[2036] age=60;,[2037] age=61;,[2038] age=62;,[2039] age=63;,[2040] age=64;,[2041] age=65;,[2042] age=66;,[2043] age=67;,[2044] age=68;,[2045] age=69;,[2046] age=70;,[2047] age=71;,[2048] age=72;,[2049] age=73;,[2050] age=74;,[2051] age=75;,[2052] age=76;,[2053] age=77;,[2054] age=78;,[2055] age=79;,[2056] age=80;,[2057] age=81;,[2058] age=82;,[2059] age=83;,[2060] age=84;,[2061] age=85;,[2062] age=86;,[2063] age=87;,[2064] age=88;,[2065] age=89;,[2066] age=90;,[2067] age=91;,[2068] age=92;,[2069] age=93;,[2070] age=94;,[2071] age=95;
"Average","Contributions","Transfer: Roth IRA","$0.00","$0.00","$0.00","$0.00","$240,808.00","$246,924.00","$253,196.00","$259,628.00","$266,221.00","$272,984.00","$279,917.00","$287,027.00","$253,710.00","$260,153.00","$266,762.00","$276,502.00","$283,524.00","$290,727.00","$298,112.00","$305,683.00","$313,447.00","$321,410.00","$329,573.00","$337,944.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Contributions","Excess Income","$0.00","$170.00","$1,517.00","$7,467.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$48,008.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Withdrawals","Transfer: Retirement Savings","$0.00","$0.00","$0.00","$0.00","$240,808.00","$246,924.00","$253,196.00","$259,628.00","$266,221.00","$272,984.00","$279,917.00","$287,027.00","$253,710.00","$260,153.00","$266,762.00","$276,502.00","$283,524.00","$290,727.00","$298,112.00","$305,683.00","$313,447.00","$321,410.00","$329,573.00","$337,944.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Withdrawals","Shortfall: Cash Savings","$5,107.00","$3,311.00","$0.00","$6,349.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Withdrawals","Shortfall: Investments","$0.00","$0.00","$0.00","$49,339.00","$52,708.00","$0.00","$195,064.00","$166,541.00","$174,037.00","$180,271.00","$186,595.00","$43,485.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$48,852.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Withdrawals","Shortfall: Retirement Savings","$0.00","$0.00","$0.00","$0.00","$122,781.00","$217,160.00","$0.00","$0.00","$0.00","$0.00","$0.00","$184,835.00","$217,500.00","$222,621.00","$228,502.00","$244,718.00","$252,467.00","$259,165.00","$265,847.00","$272,661.00","$279,639.00","$286,794.00","$294,131.00","$301,655.00","$84,375.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Withdrawals","Shortfall: Roth IRA","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$182,088.00","$86,177.00","$126,317.00","$129,562.00","$132,896.00","$136,322.00","$139,831.00","$143,426.00","$147,124.00","$150,915.00","$154,791.00","$158,781.00","$162,875.00","$167,066.00","$171,370.00","$175,791.00","$180,321.00","$184,965.00","$189,727.00","$227,203.00","$368,008.00","$518,033.00"
"Average","Taxes","Federal Income Tax","$19,972.00","$20,463.00","$20,981.00","$6,067.00","$86,499.00","$120,638.00","$47,671.00","$48,882.00","$50,123.00","$51,397.00","$52,702.00","$116,572.00","$128,323.00","$131,441.00","$134,857.00","$141,920.00","$146,063.00","$149,873.00","$153,713.00","$157,638.00","$161,660.00","$165,785.00","$170,015.00","$174,353.00","$12,840.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Taxes","Federal Capital Gains Tax","$0.00","$0.00","$0.00","$6,009.00","$6,543.00","$0.00","$849.00","$2,673.00","$4,522.00","$6,349.00","$8,167.00","$2,116.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Average","Taxes","FICA","$11,321.00","$11,609.00","$11,904.00","$6,103.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Accounts","Cash Savings","$6,233.00","$3,510.00","$4,850.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Accounts","CC","−$4,583.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Accounts","HSA","$250,480.00","$268,121.00","$287,005.00","$307,219.00","$328,857.00","$352,018.00","$376,811.00","$403,349.00","$431,757.00","$462,166.00","$494,717.00","$529,559.00","$566,856.00","$606,780.00","$649,516.00","$695,261.00","$744,228.00","$796,644.00","$852,752.00","$912,811.00","$977,101.00","$1,045,918.00","$1,119,582.00","$1,198,434.00","$1,282,840.00","$1,373,190.00","$1,469,904.00","$1,573,430.00","$1,684,246.00","$1,802,868.00","$1,929,844.00","$2,065,763.00","$2,211,255.00","$2,366,993.00","$2,533,701.00","$2,712,149.00","$2,903,166.00","$3,107,636.00","$3,326,507.00","$3,560,793.00","$3,811,579.00","$4,080,029.00","$4,367,385.00","$4,674,980.00","$5,004,239.00","$5,356,688.00"
"Pessimistic","Accounts","Investments","$66,349.00","$73,269.00","$81,096.00","$43,340.00","$0.00","$0.00","$576,522.00","$438,713.00","$283,823.00","$112,033.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Accounts","Retirement Savings","$2,940,847.00","$3,167,111.00","$3,409,894.00","$3,660,388.00","$3,539,110.00","$3,314,157.00","$3,294,377.00","$3,266,772.00","$3,230,629.00","$3,185,179.00","$3,034,212.00","$2,692,766.00","$2,389,080.00","$2,058,645.00","$1,692,894.00","$1,273,678.00","$809,046.00","$296,714.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Accounts","Roth IRA","$306,142.00","$327,704.00","$350,784.00","$375,490.00","$642,744.00","$934,936.00","$1,253,980.00","$1,601,926.00","$1,980,971.00","$2,393,474.00","$2,841,964.00","$3,329,150.00","$3,817,332.00","$4,346,340.00","$4,919,215.00","$5,542,177.00","$6,216,037.00","$6,944,559.00","$7,464,903.00","$7,828,652.00","$8,222,938.00","$8,649,261.00","$9,101,042.00","$9,579,944.00","$10,087,738.00","$10,700,594.00","$11,305,735.00","$11,948,904.00","$12,632,644.00","$13,359,668.00","$14,132,863.00","$14,955,335.00","$15,830,378.00","$16,761,548.00","$17,752,607.00","$18,807,610.00","$19,930,878.00","$21,127,028.00","$22,401,005.00","$23,758,083.00","$25,203,907.00","$26,744,528.00","$28,386,395.00","$30,092,988.00","$31,726,502.00","$33,263,397.00"
"Pessimistic","Accounts","Housing","$698,759.00","$723,356.00","$748,818.00","$775,176.00","$802,463.00","$830,709.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Accounts","Other Assets","$514,999.00","$530,450.00","$546,363.00","$562,754.00","$579,637.00","$597,026.00","$614,936.00","$633,385.00","$652,386.00","$671,958.00","$692,116.00","$712,880.00","$734,266.00","$756,294.00","$778,983.00","$802,353.00","$826,423.00","$851,216.00","$876,753.00","$903,055.00","$930,147.00","$958,051.00","$986,793.00","$1,016,397.00","$1,046,888.00","$1,078,295.00","$1,110,644.00","$1,143,963.00","$1,178,282.00","$1,213,631.00","$1,250,040.00","$1,287,541.00","$1,326,167.00","$1,365,952.00","$1,406,931.00","$1,449,139.00","$1,492,613.00","$1,537,391.00","$1,583,513.00","$1,631,018.00","$1,679,949.00","$1,730,347.00","$1,782,258.00","$1,835,726.00","$1,890,797.00","$1,947,521.00"
"Pessimistic","Accounts","Non-mortgage Debt","−$4,583.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Income","Investment Income","$131.00","$72.00","$65.00","$48.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Income","Savings Drawdown","$5,097.00","$4,032.00","$0.00","$56,059.00","$178,996.00","$219,337.00","$197,775.00","$170,123.00","$177,975.00","$184,620.00","$208,644.00","$259,233.00","$230,908.00","$230,046.00","$235,319.00","$252,695.00","$261,219.00","$268,717.00","$276,233.00","$186,597.00","$188,846.00","$185,611.00","$190,967.00","$196,467.00","$202,127.00","$139,601.00","$143,913.00","$148,362.00","$152,944.00","$157,666.00","$162,544.00","$167,563.00","$172,752.00","$178,085.00","$183,602.00","$189,278.00","$195,130.00","$201,168.00","$207,387.00","$213,808.00","$220,429.00","$227,245.00","$234,279.00","$284,591.00","$472,943.00","$676,048.00"
"Pessimistic","Income","Work","$147,996.00","$151,003.00","$154,071.00","$78,601.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Income","Social Security","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$47,124.00","$48,564.00","$50,040.00","$51,564.00","$53,136.00","$54,756.00","$56,424.00","$58,152.00","$59,916.00","$61,752.00","$63,624.00","$65,568.00","$67,572.00","$69,624.00","$71,748.00","$73,932.00","$76,188.00","$78,516.00","$80,904.00","$83,376.00","$85,908.00","$88,536.00","$91,224.00","$94,008.00","$96,876.00","$99,828.00","$102,876.00","$106,008.00","$109,236.00","$112,572.00","$116,004.00","$119,532.00","$123,180.00","$126,936.00"
"Pessimistic","Income","Primary Home Sale","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$737,445.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Expense","Medical","$3,000.00","$3,120.00","$3,246.00","$3,377.00","$3,513.00","$3,655.00","$3,802.00","$3,956.00","$4,115.00","$4,281.00","$4,454.00","$4,634.00","$4,820.00","$5,015.00","$5,217.00","$4,404.00","$4,112.00","$4,277.00","$4,450.00","$4,629.00","$4,816.00","$5,010.00","$5,212.00","$5,422.00","$5,641.00","$5,868.00","$6,105.00","$6,351.00","$6,607.00","$6,874.00","$7,151.00","$7,439.00","$7,739.00","$8,051.00","$8,376.00","$8,714.00","$9,065.00","$9,431.00","$9,811.00","$10,206.00","$10,618.00","$11,046.00","$11,492.00","$11,955.00","$12,437.00","$12,938.00"
"Pessimistic","Expense","Mortgage","$31,200.00","$31,200.00","$31,200.00","$31,200.00","$31,200.00","$31,200.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Expense","Long Term Care","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$43,049.00","$223,927.00","$419,320.00"
"Pessimistic","Expense","Estimated Income Tax Payments","$31,293.00","$31,748.00","$32,220.00","$11,889.00","$70,764.00","$109,278.00","$79,022.00","$47,012.00","$49,568.00","$50,754.00","$69,193.00","$117,031.00","$135,570.00","$131,759.00","$133,983.00","$139,281.00","$144,775.00","$148,684.00","$152,499.00","$59,057.00","$60,513.00","$62,010.00","$63,538.00","$65,108.00","$66,716.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Expense","Capital Gains Tax Payments","$0.00","$0.00","$0.00","$0.00","$5,862.00","$5,485.00","$0.00","$701.00","$2,227.00","$3,798.00","$5,378.00","$3,999.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Expense","Non-Mortgage Debt Payments","$6,000.00","$4,739.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Expense","General recurring","$60,000.00","$61,828.00","$63,713.00","$65,655.00","$67,656.00","$69,718.00","$71,843.00","$74,033.00","$76,290.00","$78,615.00","$81,011.00","$83,480.00","$86,025.00","$88,647.00","$91,349.00","$94,133.00","$97,002.00","$99,959.00","$103,006.00","$106,145.00","$109,381.00","$112,715.00","$116,150.00","$119,690.00","$123,339.00","$127,098.00","$130,972.00","$134,964.00","$139,078.00","$143,317.00","$147,685.00","$152,187.00","$156,825.00","$161,605.00","$166,531.00","$171,607.00","$176,838.00","$182,228.00","$187,782.00","$193,505.00","$199,404.00","$205,481.00","$211,744.00","$218,198.00","$224,849.00","$231,703.00"
"Pessimistic","Expense","Unsaved Excess Income","$0.00","$55.00","$301.00","$4,288.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$19,033.00","$23,569.00","$24,151.00","$24,748.00","$25,358.00","$25,984.00","$29,112.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Expense","Rent","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$43,106.00","$44,420.00","$45,774.00","$47,169.00","$48,606.00","$50,088.00","$51,615.00","$53,188.00","$54,809.00","$56,480.00","$58,201.00","$59,975.00","$61,803.00","$63,687.00","$65,628.00","$67,629.00","$69,690.00","$71,814.00","$74,003.00","$76,259.00","$78,583.00","$80,978.00","$83,446.00","$85,990.00","$88,611.00","$91,312.00","$94,095.00","$96,963.00","$99,918.00","$102,964.00","$106,102.00","$109,336.00","$112,669.00","$116,103.00","$119,642.00","$123,289.00","$127,046.00","$130,919.00","$134,909.00","$139,021.00"
"Pessimistic","Expense","IRMAA","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$9,959.00","$10,262.00","$10,575.00","$10,898.00","$11,230.00","$8,422.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Real Estate: Investments","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$737,445.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Returns: Cash Savings","$131.00","$72.00","$65.00","$48.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Returns: HSA","$16,480.00","$17,641.00","$18,883.00","$20,213.00","$21,637.00","$23,161.00","$24,792.00","$26,538.00","$28,407.00","$30,408.00","$32,550.00","$34,842.00","$37,296.00","$39,923.00","$42,735.00","$45,745.00","$48,967.00","$52,416.00","$56,107.00","$60,059.00","$64,289.00","$68,817.00","$73,664.00","$78,852.00","$84,405.00","$90,350.00","$96,713.00","$103,525.00","$110,816.00","$118,621.00","$126,976.00","$135,918.00","$145,491.00","$155,738.00","$166,707.00","$178,448.00","$191,016.00","$204,470.00","$218,870.00","$234,285.00","$250,786.00","$268,449.00","$287,356.00","$307,594.00","$329,258.00","$352,448.00"
"Pessimistic","Contributions","Returns: Investments","$3,949.00","$4,362.00","$4,825.00","$5,003.00","$434.00","$0.00","$36,853.00","$32,314.00","$23,086.00","$12,829.00","$2,282.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$215.00","$303.00","$321.00","$328.00","$335.00","$342.00","$554.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Returns: Retirement Savings","$192,847.00","$207,715.00","$223,669.00","$240,645.00","$254,751.00","$241,308.00","$233,416.00","$232,022.00","$230,078.00","$227,533.00","$223,279.00","$204,815.00","$180,932.00","$159,764.00","$136,331.00","$109,981.00","$80,111.00","$47,112.00","$10,758.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Returns: Roth IRA","$20,142.00","$21,561.00","$23,080.00","$24,705.00","$26,445.00","$45,268.00","$65,847.00","$88,317.00","$112,823.00","$139,519.00","$168,572.00","$200,159.00","$234,472.00","$268,854.00","$306,112.00","$346,460.00","$390,335.00","$437,795.00","$489,105.00","$521,580.00","$547,474.00","$575,388.00","$605,298.00","$636,997.00","$670,603.00","$708,234.00","$749,054.00","$791,532.00","$836,684.00","$884,690.00","$935,738.00","$990,035.00","$1,047,796.00","$1,109,255.00","$1,174,661.00","$1,244,281.00","$1,318,398.00","$1,397,317.00","$1,481,364.00","$1,570,885.00","$1,666,253.00","$1,767,865.00","$1,876,147.00","$1,991,183.00","$2,106,458.00","$2,212,942.00"
"Pessimistic","Contributions","Monthly Savings: Retirement Savings","$18,000.00","$18,548.00","$19,114.00","$9,848.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Monthly Savings: Cash Savings","$1,200.00","$1,236.00","$1,274.00","$656.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Monthly Savings: Investments","$2,400.00","$2,473.00","$2,548.00","$1,313.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Transfer: Roth IRA","$0.00","$0.00","$0.00","$0.00","$240,808.00","$246,924.00","$253,196.00","$259,628.00","$266,221.00","$272,984.00","$279,917.00","$287,027.00","$253,710.00","$260,153.00","$266,762.00","$276,502.00","$283,524.00","$290,727.00","$40,365.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Contributions","Excess Income","$0.00","$83.00","$452.00","$6,432.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$28,550.00","$35,354.00","$36,226.00","$37,122.00","$38,037.00","$38,977.00","$43,668.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Pessimistic","Withdrawals","Transfer: Retirement Savings","$0.00","$0.00","$0.00","$0.00","$240,808.00","$246,924.00","$253,196.00","$259,628.00","$266,221.00","$272,984.00","$279,917.00","$287,027.00","$253,710.00","$260,153.00","$266,762.00","$276,502.00","$283,524.00","$290,727.00","$40,365.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
